row,headword,sense_index,pos,etymology,definition,refs,other_refs
1495,צִיּוֹן,1,locative (place name),,"Σ [S](ε [e])ιων [iōn]; Ṣîyyôn, Zion (Syriac ܨܶܗܝܘܿܢ [צהיון], older form, according to LagBN 84, cf. 198);—צ׳ +; צִיּו֫נָה;—stronghold (of Jebusites), מְצֻדַת צ׳ captured by David, and made his residence = (both + הִיא עִיר דָּוִד), on S. part of E. hill of Jerusalem, distinct from site of temple = (both מֵעִיר ד׳ הִיא צ׳), not elsewhere in narrative, but often in poets and proph.: as name of Jerus., from political point of view (sometimes = inhabitants), (‖ הַר־שֹׁמְרוֹן), ‖ יְרוּשָׁלַםִ, =, and (בַּת־צ׳); (‖ בַּת־יְרוּשׁ׳), (‖ id.), also (יוֹשֶׁבֶת צ׳); = Jerus. also; +, so especially in phr. בְּנוֹת צ׳, בְּנֵי צ׳; (‖ יִשְׂרָאֵל), cf., יָֽלְדָה צ׳ אֶת־בָּנֶיהָ, and even הַר־צ׳ = (both ‖ יְרוּשׁ׳), (‖ אֲרִיאֵל v ), (‖ בְּנוֹת יֶהוֹדָה); so also הַר־בַּת צ׳ and Qr (Kt בית: ‖ גִּבְעַת־יְרוּשׁ׳); cf. מְרוֹם־צ׳; in foll. הַר־צ׳ might refer to temple-hill (+ יְרוּשׁ׳), (+ גִּבְעָתָהּ = יְרוּשׁ׳ v ); (+ יְרוּשׁ׳); specif. of Jerus. as abode of י׳ and place of his worship; =; (all ‖ יְרוּשׁ׳), (‖ שָׁלֵם); partic. of sanctuary (‖ קֹדֶשׁ), = +; of Jerus. הַר־צ׳ (‖ קִרְיַת מֶלֶךְ רָ֑ב), (‖ שֵׁבֶט יְהוּדָה), (‖ יְרוּשׁ׳), etc.; הַרֲרֵי צ׳ in same sense †; particularly of sanctuary and (‖ הַר־קָדְשִׁי); צ׳ הַר־קָדְשִׁי is seat of king.—Vid. also בַּת־צ׳, הַר־צ׳, ישֶׁבֶת צ׳, sub.",II Samuel 5:7; Jeremiah 4:6; II Samuel 5:7; I Chronicles 11:5; I Kings 8:1; II Chronicles 5:2; Amos 6:7; Micah 3:10; Micah 3:12; Jeremiah 26:18; Isaiah 4:3; Isaiah 30:19; Isaiah 40:9; Isaiah 41:27; Isaiah 52:1; Isaiah 62:1; Isaiah 64:9; Zephaniah 3:16; Zechariah 1:14; Zechariah 1:17; Psalms 51:20; Isaiah 52:2; Micah 4:8; Lamentations 2:13; Jeremiah 51:35; Isaiah 14:32; Isaiah 33:5; Isaiah 3:16; Isaiah 3:17; Isaiah 4:4; Song of Songs 3:11; Lamentations 4:2; Joel 2:23; Psalms 149:2; Zechariah 9:13; Isaiah 66:8; II Kings 19:31; Isaiah 37:32; Isaiah 29:8; Isaiah 29:7; Obadiah 1:17; Obadiah 1:21; Psalms 48:12; Psalms 125:1; Isaiah 16:1; Isaiah 10:32; Jeremiah 31:12; Isaiah 10:12; Isaiah 31:4; Isaiah 31:5; Lamentations 5:18; Joel 3:5; Amos 1:2; Isaiah 31:9; Zechariah 8:3; Micah 4:2; Isaiah 2:3; Joel 4:16; Psalms 102:22; Psalms 135:21; Psalms 147:12; Psalms 76:3; Psalms 20:3; Psalms 14:7; Psalms 53:7; Psalms 48:3; Psalms 78:68; Isaiah 24:23; Psalms 133:3; Isaiah 4:5; Joel 2:1; Joel 4:17; Psalms 2:6,"BDB, בַּת; BDB, הַר²; BDB, יָשַׁב"
1496,צִיחָא,1,masculine,,"an overseer of Nethinim, who are called בְּנֵי צִיחָא = בְּנֵי צִחָא; Σηα, Σιααυ, Σιαλ, Σουλαι [Sēa, Siaau, Sial, Soulai], etc.",Nehemiah 11:21; Ezra 2:43; Nehemiah 7:45,
1497,צִיץ⁴,1,locative (place name),,"in מַעֲלֵה הַצּ׳; ה perhaps radical, cf. Wady Ḥaṣâṣâ, and plateau Ḥaṣâṣâ, N. of Engedi, BuhlGeogr. 97; 𝔊 Ασαε [Asae], 𝔊L τῆς ἐξοχῆς Ασισα [tēs exochēs Asisa].",II Chronicles 20:16,
1498,צִלָּה,1,feminine,,"wife of Lam., Σελλα [Sella].",Genesis 4:19; Genesis 4:22; Genesis 4:23,
1499,צַלְמוֹן,1,mountain,,,,
1500,צַלְמוֹן²,1,masculine,,"a hero of David (= עִילַי ), (Σ [S])ελλω [ellō], 𝔊L Ελιμαν [Eliman].",II Samuel 23:28; I Chronicles 11:29,
1501,צַלְמֻנָּע,1,masculine,,"a king of Midian, + זֶבַח, + 10 times, Σελμανα, Σαλμ [Selmana, Salm].",Judges 8:5; Judges 8; Psalms 83:12,
1502,צָלָף,1,masculine,NH caper-plant,"—father of a wall-builder, Σελε [Sele](φ [ph]), etc.",Nehemiah 3:30,
1503,צְלָפְחָד,1,masculine,,"of Manasseh, (×2), (×2), Σαλπααδ [Salpaad], etc.",Numbers 26:33; Numbers 27:1; Numbers 27:7; Numbers 36:2; Numbers 36:6; Numbers 36:10; Numbers 36:11; Joshua 17:3; I Chronicles 7:15,
1504,צֶ֫לֶק,1,masculine,,"Ammonite hero of David =, Ελειε, Σελ [Eleie, Sel](λ [l])η [ē](κ [k]), Σαλααδ [Salaad], etc.",II Samuel 23:37; I Chronicles 11:39,
1505,צְמָרַיִם,1,locative (place name),,,,
1506,צִן,1,locative (place name),,"Σ [S](ε [e])ιν [in]; name of wilderness S. of Canaan, where lay Kadesh Barnea, c. ה loc. צִ֫נָה (where LagBN 47 חצן), (van d. H. צִ֫נָּה in Jos); elsewhere מִדְבַּר־צִן; (×2); (all P).",Numbers 34:4; Joshua 15:3; Numbers 13:21; Numbers 20:1; Numbers 27:14; Numbers 33:36; Numbers 34:3; Deuteronomy 32:51; Joshua 15:1,
1507,צָעִיר²,1,locative (place name),,"prob. on border of Edom, צָעִ֫ירָה, εἰς Σειωρ [eis Seiōr] (𝔊L ἐκ Σιωρ [ek Siōr]).",II Kings 8:21,
1508,צֹ֫עַן,1,locative (place name),,"Τανις [Tanis]: Tanis, in Egypt (Egyptian D̲aʿnĕ(t) SteindBAS 600, in Assyrian Ṣiʾinu, Saʾanu Ibid. 598 ff. DlPa 315); it was built 7 years after Hebron according to; mod. Ṣân, in NW. part of Delta; v. also EbGS 512 ff. Bd.Lower Egyptian 3 (1895), 228 PetrieTanis (1885).",Numbers 13:22; Isaiah 19:11; Isaiah 19:13; Isaiah 30:4; Ezekiel 30:14; Psalms 78:12; Psalms 78:43,
1509,צַעֲנַנִּים,1,locative (place name),,"only c. בְּ, pointed as prep., and so most (but ב perhaps radical, v. GFM); on border of Naphtali, near Ḳedesh;—בְּצ׳ (Βεσεμεειν, Σεενανειμ [Besemeein, Seenaneim], etc.) + Qr (Kt בצענים), 𝔊 πλεονεκτούντων [pleonektountōn] (√ בָּצַע), ἀναπαυομένων [anapauomenōn].",Joshua 19:33; Judges 4:11,
1510,צֹ֫עַר,1,locative (place name),,"Zoar (understood as insignificance, cf. );—Σηγωρ [Sēgōr], 𝔊L Σιγωρ [Sigōr], but Ζογορ [Zogor](α [a]); on 𝔊 cf. furhter LagBN 54 f.: city at SE. end of Dead Sea, צֹעַר, (both = בֶּלַע); צוֹעַר, (×2); c. ה loc., צֹ֫עֲרָה v + (for MT צעוריה), 𝔊 Ζογορα [Zogora], JDMich Ew Gf Gie al.—cf. BuhlGeogr. 271. 274 GASmGeogr. 506 f. 678 (App.).",Genesis 19:20; Genesis 13:10; Jeremiah 48:34; Genesis 13:10; Genesis 14:2; Genesis 14:8; Deuteronomy 34:3; Isaiah 15:5; Jeremiah 48:34; Genesis 19:22; Genesis 19:30; Genesis 19:23; Jeremiah 48:4,
1511,צְפוֹ,1,masculine,,"Σωφαρ [Sōphar]: in Edom (? gaze, gazing);—צְפוֹ, + v (ins. prob. after עירם; cf. LagSept. Stud. ii. 10, 1, 178; 37, 1, 270 NesMar. 12) = צְפִי.",Genesis 36:11; Genesis 36:15; Genesis 36:43; I Chronicles 1:36,
1512,צָפוֹן²,1,locative (place name),,"on E. bank of Jordan, in tribe of Gad, צ׳ (Σαφαν[ων [ōn]]), צָפ֫וֹנָה (βοῤῥᾶν [borran], 𝔊L Σεφηνα [Sephēna]); according to Talm. = mod. Amateh, N. of Jabbok, GFM BuhlGeogr. 259 (who doubts); Ṣapuna appears TelAm WklNo. 174.",Joshua 13:27; Judges 12:1,
1513,צִפּוֹר²,1,masculine,,"father of Balak, king of Moab (bird; perhaps specif. sparrow, cf. GrayProp. N. 94; Palm. n.pr.m. צפרא);—צ׳, צִפֹּר; Σεπφωρ [Sepphōr].",Numbers 22:2; Numbers 22:4; Numbers 22:16; Joshua 24:9; Judges 11:25; Numbers 22:10; Numbers 23:18,
1514,צִפְיוֹן,1,masculine,,"Σαφων [Saphōn]: son of Gad (? gaze);—, = צְפוֹן (v. בַּעַל צ׳).",Genesis 46:16; Numbers 26:15,
1515,צָֽפְנַת פַּעְנֵחַ,1,masculine,"Ṣapnĕtĕph ʿōnḫ, i.e. the god speaks and he lives, Egyptian D̲(d)-pnt(r)-ĕf-ʿnḫ, v. SteindÄZ 1889, 41 f.; 1892, 50 ff., so EbSmith DB (2), 1798 b Brugsch, v. DrHast. ii. 775 a n. §, Crumib. i. 665 b Griffithib. iii. 819 b","—Egyptian name given to Joseph, Ψονθομφανηχ [Psonthomphanēch], 𝔊L Ψομ [Psom]´.",Genesis 41:45,
1516,צֹפַר,1,masculine,,"and ( ) צוֹפַר n.pr.m. Job’s third friend, צ׳ הַנַּעֲמָתִי; Σωφαρ [Sōphar].",Job 2:11; Job 2:11; Job 11:1; Job 20:1; Job 42:9,
1517,צִפֹּרָה,1,feminine,,wife of Moses (bird);—; Σεπφωρα [Sepphōra] (cf. LagBN 90 Anm.*).,Exodus 2:21; Exodus 4:25; Exodus 18:2,
1518,צְפַ֑ת,1,locative (place name),,"Σεφεκ[ρ [r]]: Canaanite city = חָרְמָה q.v.; identif. by many (v. especially Palmer Desert of Exod. 374 ff.) with Sebaita (c. Lat. 30° 54ˊ N., Long. 34° 40ˊ E.), by RobBR ii. 181 with pass eṣ-Ṣŭfâh, further E.; against both v. GFM",Judges 1:17,
1519,צְפַ֫תָה,1,locative (place name),,"in Judah (van d. H. צְפָתָה, so Kit); בְּגֵיא צ׳ לְמָרֵשָׁה; 𝔊 κατὰ βορρᾶν [kata borran], whence Hi al. proposes צָפֹנָה, so BuhlLex.",II Chronicles 14:9,
1520,צִֽקְלַג,1,locative (place name),,"and (, צִיק׳) n.pr.loc. (צִֽקְלָ֑ג a +, צִֽקְלָג֖, צִיקְלָ֔ג );—assigned to Judah, to Simeon; Philistine city given to David (×2); (×3), (van d. H. v ); Σεκελακ, Σικελαγ [Sekelak, Sikelag], etc.; usually identified with Zuheilikah, 19 miles SW. from Bêt Jibrin, 11 miles ESE. from Gaza (cf. BuhlGeogr. 185).",I Chronicles 12:1; I Chronicles 12:21; I Samuel 27:6; II Samuel 2:1; I Chronicles 12:1; Joshua 15:31; Joshua 19:5; I Samuel 27:6; I Samuel 30:1; I Samuel 30:14; I Samuel 30:26; II Samuel 1:1; II Samuel 4:10; I Chronicles 4:30; I Chronicles 12:1; I Chronicles 12:21; I Chronicles 12:20,
1521,צֵר,1,locative (place name),,in Naphtali; Τυρος [Tyros].,Joshua 19:35,
1522,צֹר,1,locative (place name),,"Τυρος [Tyros]: Tyre, famous Phoenician city (Ph. צר; Assyrian Ṣurru, so TelAm; Egyptian Ḏa-(ï̥)rạ, Ḏa-ru̥ WMMAs. u. Eur. 185);—צֹר + 32 times, צוֹר + 8 times (Gi);—city of Hiram, friend of David and Sol.; of artif. Hiram; בַּת־צֹר of city personif. (another view in Che); צ׳ also in name of Ph. fortress, מִבְצַר־צ׳, עִיר מ׳ צ׳ (P); threatened by proph., and (with especially ref. to commercial greatness) (מַשָּׂא צֹר), v, (×2), (מַלְכֵי־צֹר), (מֶלֶךְ צֹר), (×2); (נְגִיד צֹר), v (מֶלֶךְ צוֹר); besieged by Nebuch.; cf.; (ישְׁבֵי צ׳); of Tyrians as proselytes (predict.);—לְצוֹר is prob. corrupt, read לָצוּד or לָצַיִד 𝔊 We GASm, cf. Now.—צ׳ often + צִידוֹן q.v.;—see, on Tyre, PietschmPhön. 60 ff. RobBR ii. 461 ff. de LuynesVoyage à la Mer Morte (1874) i. 28 ff., and Pl. xiii–xviii BdPal. 3 (1898), 307 ff.—ii. צֹר (flint, knife) v..",II Samuel 24:7; I Kings 5:15; II Samuel 5:11; I Kings 5:15; I Kings 9:11; I Kings 9:12; I Chronicles 14:1; II Chronicles 2:2; II Chronicles 2:10; I Kings 7:13; Psalms 45:13; II Samuel 24:7; Joshua 19:29; Amos 1:9; Amos 1:10; Isaiah 23:1; Isaiah 23:5; Isaiah 23:8; Isaiah 23:15; Isaiah 23:17; Jeremiah 25:22; Jeremiah 27:3; Jeremiah 47:4; Ezekiel 26:2; Ezekiel 26:3; Ezekiel 26:4; Ezekiel 26:7; Ezekiel 26:15; Ezekiel 27:2; Ezekiel 27:3; Ezekiel 27:8; Ezekiel 27:32; Ezekiel 28:2; Ezekiel 28:12; Ezekiel 29:18; Ezekiel 29:18; Zechariah 9:2; Zechariah 9:3; Joshua 4:4; Psalms 83:8; Psalms 87:4; Hosea 9:13,"BDB, צָרַר³"
1523,צְרֵדָה,1,locative (place name),,"home of Jerob., Σαρειρα [Sareira], A Σαριδα [Sarida]; v. [ ].",I Kings 11:26,"BDB, צְרֵרָה; BDB, צָֽרְתָן"
1524,צְרוּיָה,1,feminine,,"Σαρουια [Sarouia]: mother of Abishai, Joab and Asahel;—צ׳ +, צְרֻיָה;—according to a she was David’s sister; called אֵם יוֹאָב; elsewhere after cstr. בֶּן־ (בְּנֵי): בֶּן־צ׳ of Abishai; of Joab; =; and v =; pl. of all three; Abishai and Joab.",I Samuel 26:6; II Samuel 14:1; II Samuel 16:10; II Samuel 23:37; I Chronicles 2:16; II Samuel 17:25; I Samuel 26:6; II Samuel 16:9; II Samuel 18:2; II Samuel 19:22; II Samuel 21:17; I Chronicles 18:12; II Samuel 2:13; II Samuel 8:16; I Chronicles 18:15; II Samuel 14:1; II Samuel 23:18; II Samuel 23:37; I Chronicles 11:39; I Kings 1:7; I Kings 2:5; I Kings 2:22; I Chronicles 11:6; I Chronicles 26:28; I Chronicles 27:24; II Samuel 2:18; I Chronicles 2:16; II Samuel 3:39; II Samuel 16:10; II Samuel 19:23,
1525,צְרוֹר³,1,masculine,,"grandfather of Ḳish, Αρεδ [Ared], 𝔊L Σαρα [Sara].",I Samuel 9:1,
1526,צְרִי,1,masculine,,"a musician, (Σ [S])ουρ [our](ε [e])ι [i], = יִצְרִי (q.v.) v (Ιεσδρει [Iesdrei], 𝔊L Ασειρηλα [Aseirēla]).",I Chronicles 25:3; I Chronicles 25:11,
1527,צָרְעָה,1,locative (place name),,"Σαραα [Saraa], etc. (cf. also LagBN 85), in the Shephelah of Judah (TelAm. Ṣarḫa, named with Aialuna, Ajalon);—, but assigned to; mod. Ṣarʿa, 15 miles W. from Jerus., cf. GASmGeogr. 218 BuhlGeogr. 195.",Joshua 15:33; Joshua 19:41; Judges 13:2; Judges 13:25; Judges 16:31; Judges 18:2; Judges 18:8; Judges 18:11; II Chronicles 11:10; Nehemiah 11:29,
1528,צָֽרְפַת,1,locative (place name),,"Σαρεπτα [Sarepta]: on coast S. of Sidon (? smelting-place; on strange form cf. LagBN 84; Assyrian Ṣariptu DlPa 284 COT; Egyptian Ḏa-ï̥ra-pu-ti̥ WMMAs. u. Eur. 184);—צ׳; צָֽרְפָ֫תָה, (so Gi; -פַ֫תָה van d. H. Baer); mod. Ṣarfend RobBR ii. 474 ff. PietschmPhön. 58 f..",I Kings 17; I Kings 9; Obadiah 1:20; I Kings 17:9; I Kings 17:10,
1529,צֶ֫רֶת,1,masculine,,"in Judah, Αρεθ [Areth], A Σαρεθ [Sareth], 𝔊L Σαρηθ [Sarēth].",I Chronicles 4:7,
1530,צָֽרְתָן,1,locative (place name),,"in Jordan valley, near ford, BuhlGeogr. 181; exact site unknown; Καθιαιρειν [Kathiairein], 𝔊L Καριαθιαρειμ [Kariathiareim]), (Σειρα [Seira], 𝔊L Σαρθαν [Sarthan]) = צְרֵדָ֫תָה (Αναμε [i.e. ἀνὰ μέσον [ana meson]] σιρδαθαι [sirdathai]; Σα [Sa](ρι [ri])δαθα [datha]; is Chr right?); צָֽרְתַ֫נָה (Σεσαθαν [Sesathan], 𝔊L Σαρθαν [Sarthan])—cf. צְרֵרָתָה, appar. same place; identity with צְרֵדָה is usually assumed, but not proven.",Joshua 3:16; I Kings 7:46; II Chronicles 4:17; I Kings 4:12; Judges 7:22; I Kings 11:26,
1531,קַבְצְאֵל,1,locative (place name),,"[יְקַבְצְאֵל] n.pr.loc. in S. of Judah (gathering of Ēl, of Ēl gathereth, cf. Sab., of ʿAṯtar, sub √ supr.);—ק׳ =, Καβ [Kab](ε [e])σεηλ [seēl], etc., וּבִיקַב׳, 𝔊L Καβσεηλ [Kabseēl].",Joshua 15:21; II Samuel 23:20; I Chronicles 11:22; Nehemiah 11:25,
1532,קִבְצַיִם,1,locative (place name),Thes two heaps,"—Levite city in Ephr. 𝔊B om., A Καβσαειμ [Kabsaeim], 𝔊L Καβσεμ [Kabsem]), = יָקְמְעָם [q.v. sub ].",Joshua 21:22; I Chronicles 6:53,"BDB, קוּם"
1533,קִבְרוֹת הַתַּאֲוָה,1,locative (place name),,"Μνήματα [Mnēmata] (τῆς [tēs]) ἐπιθυμίας [epithymias]: a station in wilderness (the graves of desire, cf. and תַּאֲוָה p. 16 supr.);—, קִבְרֹת הַתּ׳.",Numbers 11:34; Numbers 11:34; Numbers 11:35; Numbers 33:16; Numbers 11:17; Deuteronomy 9:22,
1534,קַדְמִיאֵל,1,masculine,,"Καδμιηλ [Kadmiēl], 𝔊L Κεδμιηλ [Kedmiēl]; Levite name (Ēl is the ancient one; cf. Sab. אלקדם DHMZMG xxxvii (1883), 374);— =.",Ezra 2:40; Nehemiah 7:42; Ezra 3:9; Nehemiah 9:4; Nehemiah 9:5; Nehemiah 10:10; Nehemiah 12:8; Nehemiah 12:24,
1535,קֵדָר,1,gentilic (people group),swarthy? black-tented?,Κηδαρ [Kēdar]:,,
1536,קִדְרוֹן,1,,,"of wady just E. of Jerusalem (Thes. turbidus);—נַחַל ק׳; usually as place for refuse =; (×2); so שַׁדְמוֹת ק׳; Κεδρων [Kedrōn]; cf. Rob Phys. Geogr. 87 ff. BuhlGeogr. 93 BdPal. 3 (1898), 94.",II Samuel 15:23; I Kings 2:37; I Kings 15:13; II Chronicles 15:16; II Kings 23:6; II Kings 23:12; II Chronicles 29:16; II Chronicles 30:14; Jeremiah 31:40; II Kings 23:4,
1537,קֶ֫דֶשׁ,1,locative (place name),sanctuary,Καδης [Kadēs]:,,
1538,קָדֵשׁ²,1,locative (place name),"sacred; but perhaps orig. קֶדֶשׁ, and pointing artif. to disting. from ק׳ in N",—,,
1539,קְהָת,1,masculine,,"Κααθ [Kaath]: son of Levi, cf.; and בֶּן־ק׳; בְּנֵי ק׳ + 4 times Ch; as a division of Levites, + 9 times; מִשְׁפְּחוֹת ב׳ ק׳, מִשְׁפַּחַת לִב׳ ק׳ v.—Van d. H. has קֳהָת + 7 times",Genesis 46:11; Exodus 6:16; Numbers 3:17; I Chronicles 5:27; I Chronicles 6:1; I Chronicles 23:6; Exodus 6:18; Numbers 26:58; Numbers 16:1; I Chronicles 6:23; Exodus 6:18; Numbers 3:19; Numbers 3:29; Joshua 21:20; Joshua 21:26; I Chronicles 6:51; I Chronicles 6:55; Numbers 3:19,
1540,קֹוֶה,1,territorial (land/region),,"or קֹוֵא n.pr.terr. Ḳuë in Cilicia (cf. KAT2. 257); מִקֹּוֶה from Ḳuë, for MT מִקְוֵה (×2) and ‖ מִקְוֵא (×2); so Wkl Alttest. Unters. 173 Gr Benz Kit, cf. 𝔊 ἐκ Θεκουε [ek Thekoue] (also ἐκ Κωα [ek Kōa] Field Hexapla i. 616), 𝔙 de Coa, Κωδ [Kōd] LagOnom. 273, Jer Coa id. ibid. 111.",I Kings 10:28; II Chronicles 1:16,
1541,קוֹלָיָה,1,masculine,voice of י׳,—,,
1542,קוֹץ²,1,masculine,,,,
1543,קוּשָׁיָ֫הוּ,1,masculine,"form dub.; KitHpt קִישׁ׳, cf. and 𝔊; PeiZAW xvii (1897), 348 finds here a god Ḳûs, but very precarious","—Levite, (υἱὸς [yios]) Κ [K](ε [e])ισαίου [isaiou], = קִישִׁי, Κεισαι[ν [n]], 𝔊L Κουσει [Kousei].",I Chronicles 6:29; I Chronicles 15:17; I Chronicles 6:29,
1544,קְטוּרָה,1,feminine,,"a wife of Abraham, after Sarah’s death; Χεττουρα [Chettoura].",Genesis 25:1; Genesis 25:4; I Chronicles 1:32; I Chronicles 1:33,
1545,קָטָן²,1,masculine,the small,"—הַקּ׳, post-ex. name, Ακ [Ak](κ [k])αταν [atan].",Ezra 8:12,
1546,קִטְרוֹן,1,locative (place name),,"in Zebulun, Κεδρων [Kedrōn], A Χεβρων [Chebrōn]; = קַטָּת ? site unknown.",Judges 1:30; Joshua 19:15,
1547,קַ֫יִן²,1,,,,,
1548,קַ֫יִן³,1,masculine,,"Cain, Καιν [Kain], eldest son of Adam and Eve (expl. from קָנָה acquire; but in fact = ii. ק׳, as heros eponymos, according to WeComp. 11 StaG 285 ff. BuUrg. 193 Holz especially StaZAW xiv (1894), 250 ff.; xv (1895), 157 ff., CheEncy. Bib. cain);—ק׳, (×2), (×2), (×2), קָ֑יִן v, (all J).",Genesis 4:1; Genesis 50; Genesis 4:1; Genesis 4:2; Genesis 4:3; Genesis 4:5; Genesis 4:8; Genesis 4:9; Genesis 4:13; Genesis 4:15; Genesis 4:16; Genesis 4:17; Genesis 4:6; Genesis 4:24; Genesis 4:25,
1549,קִינָה,1,locative (place name),,"in S. Judah (a settlement of ii. קַיִן 1?), Ικαμ [Ikam], A 𝔊L Κ [K](ε [e])ινα [ina].",Joshua 15:22,
1550,קֵינָן,1,masculine,,"a Sethite (Sab. n.pr. dei קינן CISiv, no. 8, 1. 2);—; Καιναν [Kainan].",Genesis 5:9; Genesis 5:10; Genesis 5:12; Genesis 5:13; Genesis 5:14; I Chronicles 1:2,
1551,קִיר²,1,locative (place name),,"in n.pr.loc. of Moabite cities (cf. = city MI 11, 12, 24, pl. קרן l:29);—𝔊 usually om., or reads τὸ τεῖχος [to teichos];—",,"BDB, קער"
1552,קִיר³,1,territorial (land/region),,"et gent. ק׳ orig. house of Aramaic; קִ֫ירָה as place of exile; (𝔊 τὴν πόλιν [tēn polin]); קִיר as people in Assyrian army (v vid. i. ad fin.).—Location dub., v. conspectus of older views Dr; plausible is some tribe in S. Babylonia, E. of Tigris WklAT Unters. 178, cf. HalRÉJ; xi. 60;—WMMHast. DB kir everywhere del., or em. קוֹעַ, but v. i. קִיר 3.",Amos 9:7; Amos 1:5; II Kings 16:9; Isaiah 22:6; Isaiah 22:5; Amos 1:5,"BDB, קִיר"
1553,קִישׁ,1,masculine,"prob. *קַיְשְׁ, Arabic قَيْس [qays], Aramaic קישׁא, NöZMG xi (1886), 167; orig. n.pr.dei as Arabic قيس [qys], wh. now only in n.pr. pers. WeHeid. 2, 67",—Κ [K](ε [e])ις [is]:,,
1554,קִישׁוֹן,1,,,"of wady running NW. through plain of Megiddo (Esdraelon), Κ [K](ε [e])ισων [isōn] (? stream of (god) Kish RSSem i. 155; 2nd ed. 170);—always נַחַל ק׳; (×2), also; mod. Nahrel-Muḳaṭṭaʿ; v. BuhlGeogr. 106, 209, GASmGeogr. 382.",Judges 4:7; Judges 4:13; Judges 5:21; Psalms 83:10; I Kings 18:40,
1555,קַלַּי²,1,masculine,,"priest, 𝔊L Καλμει [Kalmei].",Nehemiah 12:20,
1556,קְלִיטָא,1,masculine,,"Levite; (𝔊L in both Καλλιτας [Kallitas]) (where called also קֵלָיָה, v. ), Κωλιευ [Kōlieu], A Κωλιτας [Kōlitas], 𝔊L as Ne.",Nehemiah 8:7; Nehemiah 10:11; Ezra 10:23,"BDB, קוֹלָיָה"
1557,קְמוּאֵל,1,masculine,,Καμουηλ [Kamouēl]:,,
1558,קָנָה²,1,,,,,
1559,קְנַז,1,masculine,,"in Edom, Κενεζ [Kenez]: son of Eliphaz =; cf. v =, and father of Othniel, (v. BuRS 9 MeyEntstehung 115f.).",Genesis 36:11; I Chronicles 1:36; Genesis 36:15; Genesis 36:42; I Chronicles 1:53; Joshua 15:17; Judges 1:13; Judges 3:9; Judges 3:11; I Chronicles 4:13; I Chronicles 4:15,
1560,קְנָת,1,locative (place name),,"Κααθ, Κα [Kaath, Ka](α [a])ναθ [nath], E. of Jordan (JE); perhaps Ḳanawat on W. slope of Hauran mountains (BuhlGeogr. 252).",Numbers 32:42; I Chronicles 2:23,
1561,קְעִילָה,1,locative (place name),,"Κεειλα [Keeila]: in Judah, toward Philistines, ק׳ + 13 times (קְעִלָה, v, ); (P), cf. (geneal. scheme); post-ex. פֶּלֶךְ קְעִילָה; mod. Kîlā, c. 8 m. NW. from Hebron, GASmGeogr. 230 BuhlGeogr. 193; cl. TelAm. Ḳilti Wkl No. 165, 11, 18, etc..",I Samuel 23:1; I Samuel 23:23; I Samuel 23:3; I Samuel 23:13; Joshua 15:44; II Chronicles 4:19; Nehemiah 3:17; Nehemiah 3:18,
1562,קָצִין,1,locative (place name),,"[עֵת] n.pr.loc. on border of Zebulun, only c. ה loc., עִתָּה ק׳; site unknown.",Joshua 19:13,
1563,קְצִיעָה²,1,feminine,"cassia, from fragrance","—Job’s second daughter, Κασ [Kas](σ [s])ιαν [ian] (acc.).",Job 42:14,
1564,קְצִיץ,1,locative (place name),from above √?,"—only in עֵמֶק ק׳ in Benj., Αμεκασεις [Amekaseis], etc.",Joshua 18:21,
1565,קָרֵחַ,1,masculine,,"in Judah (bald one);—, Καρηθ [Karēth], 𝔊L Καρηε [Karēe]; + 12 times Je, Καρηε [Karēe].",II Kings 25:23; Jeremiah 40:8,
1566,קֹ֫רַח,1,masculine,,Κορε [Kore] (baldness?);—,,
1567,קְרִיּוֹת,1,locative (place name),formed as pl. intens. from קִרְיָה?,—,,
1568,קִרְיַת אַרְבַּע,1,locative (place name),,"older name of Hebron; πόλις Αρβο [polis Arbo](κ [k]), Καρ [Kar](ι [i])αθαρβοκ [atharbok], etc. (prob. = fourfold city (otherwise; ), v. especially GFM);— (JED), (ק׳ אַרְבַּ֑ע), also; (all P); ק׳ הָא׳ (P).—Vid..",Joshua 14:15; Joshua 15:13; Joshua 21:11; Joshua 14:15; Judges 1:10; Genesis 23:2; Joshua 15:13; Joshua 15:54; Joshua 20:7; Joshua 21:11; Genesis 35:27; Nehemiah 11:25,"BDB, חֶבְרוֹן"
1569,קִרְיַת חֻצוֹת,1,locative (place name),,"in Moab, πόλεις ἐπαύλεων [poleis epauleōn], site unknown.",Numbers 22:39,
